period_number,start_time,end_time,active_users,idle_users,users_with_requests,requests_completed,requests_launched,requests_completed_new,requests_completed_prior,requests_in_progress,requests_in_progress_new,requests_in_progress_prior,requests_per_second,input_tokens_per_second,output_tokens_per_second,ttft_avg,ttft_p50,ttft_p95,ttft_p99,avg_cache_hit_rate,working_set_blocks,users_added,users_completed,total_request_time,idle_time_pct,new_tokens_ingested,ttft_headroom_pct,rate_limited_users,rate_limit_events,admission_blocked_events,dispatch_delay_avg,dispatch_delay_max,in_flight_prefilling,in_flight_decoding
11,1773276475.7873337,1773276505.7873337,9,24,12,33,21,21,12,9,9,0,1.1,39129.36666666667,232.9,1.3402171243320813,1.1236114501953125,2.970112860202789,3.0502606630325317,0.6243452640768223,43454,2,0,100.7014377117157,89.8281376048772,440640,55.32609585559729,0,0,0,0.04086276690165202,0.09839200973510742,4,5
12,1773276505.7873337,1773276535.7873337,7,27,18,29,22,22,7,7,5,2,0.9666666666666667,48068.066666666666,201.56666666666666,1.9624855606644243,1.7307562828063965,4.4440108060836785,4.899932918548584,0.7682195674379357,46530,1,0,255.24151611328125,74.97632194967832,334016,34.58381464451919,0,0,0,0.046709678791187426,0.09988069534301758,1,6
13,1773276535.7873337,1773276565.7873337,21,14,9,13,8,8,5,21,19,2,0.43333333333333335,19927.2,54.43333333333333,3.2916160424550376,3.5205633640289307,4.766312503814697,4.894985370635986,0.8947199314554997,48781,1,0,127.40382504463196,87.86630237670173,62912,0.0,0,0,0,0.05242021878560384,0.09562206268310547,2,19
14,1773276565.7873337,1773276595.7873337,7,28,15,37,18,18,19,7,5,2,1.2333333333333334,43538.666666666664,287.46666666666664,1.6424064755439758,1.1659053564071655,4.293014776706696,4.508021023273468,0.8798411608981273,49219,0,0,126.72536325454712,87.93091778528122,156864,45.25311748186747,0,0,0,0.6341647998146389,3.2867677211761475,0,7
15,1773276595.7873337,1773276625.7873337,24,12,5,9,5,5,4,24,21,3,0.3,9285.8,63.56666666666667,0.595246696472168,0.5293655395507812,1.1665419578552245,1.2878700065612794,0.8275862068965517,52874,1,0,39.158515214920044,96.37421155417407,48000,80.15844345092773,0,0,0,0.05167474196507381,0.09316349029541016,3,21
16,1773276625.7873337,1773276655.7873337,11,26,12,29,9,9,20,11,7,4,0.9666666666666667,27632.033333333333,136.33333333333334,5.225591758886973,5.240514159202576,11.346586000919341,11.414480926990509,0.9847057006025027,55356,1,0,148.20349645614624,86.64833365259945,12672,0.0,0,0,0,0.042207181453704834,0.09723615646362305,5,6
17,1773276655.7873337,1773276685.7873337,23,14,9,11,8,8,3,23,15,8,0.36666666666666664,20059.533333333333,30.533333333333335,6.92825714747111,7.299326658248901,8.230317974090577,8.404767208099365,0.9915948505160124,56614,0,0,207.7455940246582,81.28418071849926,5056,0.0,0,0,0,0.04479041306868843,0.0980062484741211,0,23
18,1773276685.7873337,1773276715.7873337,6,31,19,42,24,24,18,6,1,5,1.4,55641.333333333336,241.5,1.5757216612497966,1.0196584463119507,3.5077010750770565,4.369086952209472,0.9703862825578273,56772,0,0,194.21681809425354,82.50298936087805,49408,47.475944625006775,0,0,0,0.04497480392456055,0.09449005126953125,0,6
19,1773276715.7873337,1773276745.7873337,27,13,12,14,12,12,2,27,23,4,0.4666666666666667,29617.433333333334,58.7,1.5906404852867126,1.3510308265686035,3.87960455417633,4.1109478425979615,0.9711053465917279,60959,3,0,76.45615911483765,93.62865340709686,25664,46.97865049044292,0,0,0,0.05048281805855887,0.23025226593017578,2,25
20,1773276745.7873337,1773276775.7873337,21,22,9,31,8,8,23,21,17,4,1.0333333333333334,19157.866666666665,94.5,3.6727965672810874,4.268121957778931,5.042717504501343,5.087418661117554,0.8378830083565459,63598,3,0,119.01788592338562,90.77380729276081,93120,0.0,0,0,0,0.05204618453979492,0.09432697296142578,2,19
21,1773276775.7873337,1773276805.7873337,25,18,1,14,0,0,14,25,18,7,0.4666666666666667,1273.1666666666667,21.3,3.7600901126861572,3.7600901126861572,3.7600901126861572,3.7600901126861572,0.9966442953020134,63850,0,0,26.8527352809906,97.91839261387669,128,0.0,0,0,0,0.047101126776801214,0.09956717491149902,5,20
22,1773276805.7873337,1773276835.7873337,31,12,1,11,0,0,11,31,17,14,0.36666666666666664,3293.9,24.333333333333332,17.030537843704224,17.030537843704224,17.030537843704224,17.030537843704224,1.0,65506,0,0,43.05443596839905,96.66244682415511,0,0.0,0,0,0,0.056859465206370634,0.09388422966003418,7,24
23,1773276835.7873337,1773276865.7873337,34,9,0,9,0,0,9,34,12,22,0.3,0.0,15.7,0.0,0.0,0.0,0.0,0.0,65621,0,0,0.0,100.0,0,0.0,0,0,0,0.0615466833114624,0.0889894962310791,6,28
24,1773276865.7873337,1773276895.7873337,31,12,2,15,0,0,15,31,12,19,0.5,4791.3,31.666666666666668,12.147080421447754,12.147080421447754,12.271464109420776,12.282520437240601,0.9973273942093541,65821,0,0,65.28750133514404,94.93895338487256,384,0.0,0,0,0,0.044757421200092025,0.09440922737121582,2,29
